index,LST_Celsius,year,lat,lon,impervious,Pv,NDWI,elev,GEOID,Median_Household_Income,High_School_Diploma_25plus,Unemployment,Median_Housing_Value,Median_Gross_Rent,Renter_Occupied_Housing_Units,Total_Population,Median_Age,Per_Capita_Income,Families_Below_Poverty,year_centered,climate_category_Arid (Cold),climate_category_Arid (Hot),climate_category_Mediterranean,climate_category_Semi-Arid (Cold),urban_rural_classification_U,urban_rural_classification_nan,polygon_id,climate_lbl,urban_lbl,peer,LST_resid,E,S,AC,HVI_raw,HVI_score,HVI_level
4810.0,45.285670103092805,2013.0,34.158438678644806,-117.30650137674772,24.41389999999785,0.4052375324692221,-0.13925499,429.0,60710046033.0,41607.0,139.0,262.0,218900.0,1045.0,553.0,2094.0,27.4,18711.0,102.0,-3.661217181242137,0.0,0.0,1.0,0.0,0.0,1.0,2546,Mediterranean,NonUrban,Mediterranean|NonUrban,1.241845849770428,0.642362700671445,0.4594934202488739,0.6546119558382215,0.589951767578029,59.0,3
8252.0,29.765208333333348,2013.0,34.239287054215566,-117.26158561254177,7.011199999999953,0.64928582596556,-0.2400768,1418.0,60710108032.0,53333.0,113.0,100.0,239100.0,1366.0,89.0,778.0,51.2,22079.0,32.0,-3.661217181242137,0.0,0.0,1.0,0.0,0.0,1.0,2548,Mediterranean,NonUrban,Mediterranean|NonUrban,-11.602417250667834,0.07021728238023547,0.4242603944666419,0.5129443924938601,0.2649756380288823,26.5,0
8296.0,31.46086419753088,2013.0,34.239287054215566,-116.86632688752915,17.611199999998725,0.7071868509751558,-0.23745388,2132.0,60710112042.0,42344.0,51.0,30.0,198700.0,1152.0,126.0,653.0,37.9,42165.0,38.0,-3.661217181242137,0.0,1.0,0.0,0.0,0.0,1.0,2549,Arid (Hot),NonUrban,Arid (Hot)|NonUrban,-3.6805094646665353,0.32317143352347516,0.34646680605477637,0.5466465406897726,0.374855066716125,37.49,0
8291.0,31.008571428571464,2013.0,34.239287054215566,-116.91124265173514,40.60170000000548,0.4251175208557841,-0.19185843,2108.0,60710112051.0,21833.0,80.0,49.0,168300.0,665.0,178.0,422.0,39.3,18557.0,12.0,-3.661217181242137,0.0,0.0,0.0,1.0,0.0,1.0,2550,Semi-Arid (Cold),NonUrban,Semi-Arid (Cold)|NonUrban,-9.518901984141294,0.17110995643844523,0.31721631290814367,0.6768702195851471,0.3160939160086952,31.61,0
486.0,43.05428571428574,2013.0,34.04165769170927,-117.63887803187194,69.67770000000186,0.3149761799511557,-0.07035191,262.0,60710018131.0,42646.0,356.0,291.0,157200.0,1370.0,200.0,2008.0,33.4,10888.0,55.0,-3.661217181242137,0.0,0.0,1.0,0.0,0.0,1.0,2551,Mediterranean,NonUrban,Mediterranean|NonUrban,-1.4414345731889568,0.5652812454340206,0.4049654558972303,0.6062379405911799,0.5253778476044153,52.54,2
3684.0,44.66673469387758,2013.0,34.13148922012122,-117.3604002937949,34.05749999999486,0.4572181572335497,-0.16906351,424.0,60710038011.0,48438.0,125.0,10.0,235100.0,1711.0,81.0,867.0,37.3,19755.0,0.0,-3.661217181242137,0.0,0.0,0.0,1.0,0.0,1.0,2555,Semi-Arid (Cold),NonUrban,Semi-Arid (Cold)|NonUrban,-0.6272745349880466,0.5863430596924053,0.2925883076364758,0.41484290005494373,0.4639166021481341,46.39,1
367.0,42.76544554455449,2013.0,34.02369138602688,-117.18972038981218,6.4799999999966,0.5425279046574264,-0.20750605,418.0,60710083023.0,114643.0,62.0,35.0,426500.0,2001.0,50.0,1199.0,54.2,61721.0,17.0,-3.661217181242137,0.0,0.0,1.0,0.0,0.0,1.0,2559,Mediterranean,NonUrban,Mediterranean|NonUrban,-1.3081443158078656,0.5152375901169078,0.4316185978548722,0.1521689592117044,0.4175381662572565,41.75,0
1879.0,43.10414141414144,2013.0,34.08657345591524,-117.11785516708262,0.0731999999996519,0.3474656270434879,-0.10328126,524.0,60710086021.0,57930.0,179.0,68.0,172500.0,669.0,180.0,1516.0,49.1,33286.0,0.0,-3.661217181242137,0.0,0.0,1.0,0.0,0.0,1.0,2560,Mediterranean,NonUrban,Mediterranean|NonUrban,-0.6826162329266339,0.5355477697719225,0.38637652329481104,0.590733458065545,0.5018335334875136,50.18,2
145.0,42.79757281553401,2016.0,33.9787756218209,-117.78260847733108,0.0441000000000268,0.3939303182629048,-0.13629045,335.0,60710001181.0,84868.0,196.0,129.0,640800.0,930.0,54.0,2268.0,41.0,41131.0,21.0,-0.6612171812421366,0.0,1.0,0.0,0.0,0.0,1.0,2561,Arid (Hot),NonUrban,Arid (Hot)|NonUrban,-4.373037755844926,0.293196360073821,0.4362710762614178,0.34470579206635277,0.3464206613286064,34.64,0
1822.0,41.57588235294121,2013.0,34.08657345591524,-117.62989487903074,53.80730000000111,0.4050872256235889,-0.121389076,350.0,60710013052.0,37383.0,165.0,174.0,206000.0,893.0,200.0,1936.0,24.5,12732.0,114.0,-3.661217181242137,0.0,0.0,1.0,0.0,1.0,0.0,2562,Mediterranean,Urban,Mediterranean|Urban,-0.9343535741631896,0.38848492588413885,0.5426181605662495,0.7639447192841542,0.5098168549687752,50.98,2
17083.0,47.79059405940598,2013.0,34.44589956956305,-117.30650137674772,16.526499999998137,0.3558021226511063,-0.13954352,942.0,60710100141.0,31683.0,244.0,220.0,115900.0,906.0,128.0,1316.0,25.6,10338.0,101.0,-3.661217181242137,0.0,0.0,1.0,0.0,0.0,1.0,2563,Mediterranean,NonUrban,Mediterranean|NonUrban,5.134929479856886,0.8083391517106584,0.37310927328271865,0.68378183972029,0.6528587257842028,65.29,4
201.0,44.38254901960787,2016.0,33.996741927503294,-117.71074325460152,77.92290000000281,0.3293069878397847,-0.063193135,197.0,60710005043.0,85167.0,244.0,78.0,365100.0,2224.0,95.0,2345.0,39.3,28199.0,13.0,-0.6612171812421366,0.0,1.0,0.0,0.0,0.0,1.0,2564,Arid (Hot),NonUrban,Arid (Hot)|NonUrban,-3.7118426833609703,0.3736639564916478,0.3808799909500521,0.39976947489038206,0.381049870508916,38.1,0
4402.0,41.30532710280378,2016.0,34.14945552580361,-117.60294542050715,32.83050000000125,0.4738750243334097,-0.17088285,515.0,60710020172.0,115938.0,444.0,113.0,619200.0,2750.0,53.0,3463.0,44.7,44326.0,10.0,-0.6612171812421366,0.0,1.0,0.0,0.0,0.0,1.0,2574,Arid (Hot),NonUrban,Arid (Hot)|NonUrban,-4.6603515578057255,0.30778405228572936,0.4208288101602792,0.15899427527896898,0.3119395242467422,31.19,0
4026.0,40.29930693069309,2013.0,34.140472372962414,-117.62091172618956,46.86180000000412,0.4581662515826905,-0.15754092,504.0,60710020142.0,105438.0,364.0,90.0,438800.0,2001.0,81.0,2963.0,41.7,33884.0,48.0,-3.661217181242137,0.0,0.0,1.0,0.0,1.0,0.0,2575,Mediterranean,Urban,Mediterranean|Urban,-1.616213192876934,0.34403263120384014,0.49248346059946513,0.4070919156446783,0.4011797369106953,40.12,0
1554.0,42.20961165048547,2013.0,34.07759030307405,-117.64786118471314,44.94110000000045,0.4967515241319738,-0.17815489,344.0,60710012003.0,40556.0,226.0,83.0,242200.0,1052.0,126.0,1388.0,40.8,22436.0,58.0,-3.661217181242137,0.0,0.0,1.0,0.0,0.0,1.0,2577,Mediterranean,NonUrban,Mediterranean|NonUrban,-2.0642195663276084,0.5183622107314269,0.37026396649896964,0.5730446267178739,0.48486922065897914,48.49,1
